;;;;;;;;;;;;
;;;;;;;;;;Baje studio;;
;;;;;Albert  1 laan 75;;;;;Rijshaak 12;;
;;;;;8670 Oostduinkerke;;;;;3371 KC Hardinxveld-Giessendam;;
;;;;;Belgium;;;;;The Netherlands;;
;;;;;;;;;;KVK: 84094648;;
;;;;;;;;;;BTW nr.: NL863094466B01;;
;;;;;;;;;;IBAN: NL92RABO0373346743;;
;;;;;;;;;;;;
;;;;;;;;;;;;
VERKOOPORDER;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
ID;;4989;;;;;;;;;;
Datum;;24-02-2026;;;;;;;;;;
Leverdatum;;01-09-2026;;;;;;;;;;
Debiteurnummer;;3007;;;;;;;;;;
Betalingsvoorwaarden;;Pre-payment;;;;;;;;;;
;;5 dagen netto;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700003;Yoen;Taupe;295;86/92;1;1;15,00;15,00;39,00;8721263644368;;
BAAW2700003;Yoen;Taupe;295;98/104;1;1;15,00;15,00;39,00;8721263644375;;
BAAW2700003;Yoen;Taupe;295;110/116;2;1;15,00;30,00;39,00;8721263644382;;
BAAW2700003;Yoen;Taupe;295;122/128;1;1;15,00;15,00;39,00;8721263644399;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700013;Salli;Copper brown;221;86/92;1;1;26,54;26,54;69,00;8721263646126;;
BAAW2700013;Salli;Copper brown;221;98/104;1;1;26,54;26,54;69,00;8721263646133;;
BAAW2700013;Salli;Copper brown;221;110/116;2;1;26,54;53,08;69,00;8721263646140;;
BAAW2700013;Salli;Copper brown;221;122/128;1;1;26,54;26,54;69,00;8721263646157;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700014;Sophia;Taupe;295;86/92;1;1;26,54;26,54;69,00;8721263646348;;
BAAW2700014;Sophia;Taupe;295;98/104;1;1;26,54;26,54;69,00;8721263646355;;
BAAW2700014;Sophia;Taupe;295;110/116;2;1;26,54;53,08;69,00;8721263646362;;
BAAW2700014;Sophia;Taupe;295;122/128;1;1;26,54;26,54;69,00;8721263646379;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700043;Junna;Beige;250;86/92;1;1;30,38;30,38;79,00;8721263649868;;
BAAW2700043;Junna;Beige;250;98/104;1;1;30,38;30,38;79,00;8721263649875;;
BAAW2700043;Junna;Beige;250;110/116;2;1;30,38;60,76;79,00;8721263649882;;
BAAW2700043;Junna;Beige;250;122/128;1;1;30,38;30,38;79,00;8721263649899;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700047;Amira;Beige;250;86/92;1;1;49,62;49,62;129,00;8721263650192;;
BAAW2700047;Amira;Beige;250;98/104;1;1;49,62;49,62;129,00;8721263650208;;
BAAW2700047;Amira;Beige;250;110/116;2;1;49,62;99,24;129,00;8721263650215;;
BAAW2700047;Amira;Beige;250;122/128;1;1;49,62;49,62;129,00;8721263650222;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700055;Miller;Beige;250;86/92;1;1;49,62;49,62;129,00;8721263650963;;
BAAW2700055;Miller;Beige;250;98/104;2;1;49,62;99,24;129,00;8721263650970;;
BAAW2700055;Miller;Beige;250;110/116;1;1;49,62;49,62;129,00;8721263650987;;
BAAW2700055;Miller;Beige;250;122/128;1;1;49,62;49,62;129,00;8721263650994;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700059;Healy;Brown choco;202;86/92;1;1;15,00;15,00;39,00;8721263651625;;
BAAW2700059;Healy;Brown choco;202;98/104;1;1;15,00;15,00;39,00;8721263651632;;
BAAW2700059;Healy;Brown choco;202;110/116;2;1;15,00;30,00;39,00;8721263651649;;
BAAW2700059;Healy;Brown choco;202;122/128;1;1;15,00;15,00;39,00;8721263651656;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700060;Nena;Rose cafe;234;86/92;1;1;15,00;15,00;39,00;8721263652066;;
BAAW2700060;Nena;Rose cafe;234;98/104;1;1;15,00;15,00;39,00;8721263652073;;
BAAW2700060;Nena;Rose cafe;234;110/116;2;1;15,00;30,00;39,00;8721263652080;;
BAAW2700060;Nena;Rose cafe;234;122/128;1;1;15,00;15,00;39,00;8721263652097;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700062;Kenai;Brown dark;204;86/92;0;1;15,00;0,00;39,00;8721263676284;;
BAAW2700062;Kenai;Brown dark;204;98/104;0;1;15,00;0,00;39,00;8721263676291;;
BAAW2700062;Kenai;Brown dark;204;110/116;0;1;15,00;0,00;39,00;8721263676307;;
BAAW2700062;Kenai;Brown dark;204;122/128;0;1;15,00;0,00;39,00;8721263676314;;
BAAW2700062;Kenai;Taupe;295;86/92;1;1;15,00;15,00;39,00;8721263659102;;
BAAW2700062;Kenai;Taupe;295;98/104;2;1;15,00;30,00;39,00;8721263659119;;
BAAW2700062;Kenai;Taupe;295;110/116;1;1;15,00;15,00;39,00;8721263659126;;
BAAW2700062;Kenai;Taupe;295;122/128;1;1;15,00;15,00;39,00;8721263659133;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700063;Ruby;Taupe light;276;86/92;1;1;15,00;15,00;39,00;8721263652721;;
BAAW2700063;Ruby;Taupe light;276;98/104;2;1;15,00;30,00;39,00;8721263652738;;
BAAW2700063;Ruby;Taupe light;276;110/116;1;1;15,00;15,00;39,00;8721263652745;;
BAAW2700063;Ruby;Taupe light;276;122/128;1;1;15,00;15,00;39,00;8721263652752;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700074;Meddox;Brown choco;202;86/92;1;1;20,77;20,77;54,00;8721263655364;;
BAAW2700074;Meddox;Brown choco;202;98/104;1;1;20,77;20,77;54,00;8721263655371;;
BAAW2700074;Meddox;Brown choco;202;110/116;2;1;20,77;41,54;54,00;8721263655388;;
BAAW2700074;Meddox;Brown choco;202;122/128;1;1;20,77;20,77;54,00;8721263655395;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
BAAW2700083;Nula;Copper brown;221;86/92;1;1;17,31;17,31;45,00;8721263657016;;
BAAW2700083;Nula;Copper brown;221;98/104;1;1;17,31;17,31;45,00;8721263657023;;
BAAW2700083;Nula;Copper brown;221;110/116;2;1;17,31;34,62;45,00;8721263657030;;
BAAW2700083;Nula;Copper brown;221;122/128;1;1;17,31;17,31;45,00;8721263657047;;
;;;;;;;;;;;;
Artikelnummer;Artikel;Kleur;Kleurnummer;Maat;Aantal;Inhoud;Prijs per stuk;Totaal;Adviesprijs;Barcode;;
